AÑO_TRIMESTRE;AÑO;TRIMESTRE;FECHA_INICIO;FECHA_FIN;TIPOLOGIA_PENAL_PROPER;NUEVA_TIPOLOGIA_PENAL_AGRUPADA;VALOR_ACUMULADO;VALOR_TRIMESTRE
2021-4;2021;4;01/01/2021;31/12/2021;07.01. Robos Con Fuerza En Domicilios;Robos;378;120
2022-1;2022;1;01/01/2022;31/03/2022;07.01. Robos Con Fuerza En Domicilios;Robos;145;145
2022-2;2022;2;01/01/2022;30/06/2022;07.01. Robos Con Fuerza En Domicilios;Robos;267;122
2022-3;2022;3;01/01/2022;30/09/2022;07.01. Robos Con Fuerza En Domicilios;Robos;376;109
2022-4;2022;4;01/01/2022;31/12/2022;07.01. Robos Con Fuerza En Domicilios;Robos;467;91
2023-1;2023;1;01/01/2023;31/03/2023;07.01. Robos Con Fuerza En Domicilios;Robos;99;99
2023-2;2023;2;01/01/2023;30/06/2023;07.01. Robos Con Fuerza En Domicilios;Robos;202;103
2023-3;2021;3;01/01/2023;30/09/2023;07.01. Robos Con Fuerza En Domicilios;Robos;290;88
2023-4;2023;4;01/01/2023;31/12/2023;07.01. Robos Con Fuerza En Domicilios;Robos;344;54
2024-1;2021;1;01/01/2024;31/03/2024;07.01. Robos Con Fuerza En Domicilios;Robos;112;112
2024-2;2021;2;01/01/2024;30/06/2024;07.01. Robos Con Fuerza En Domicilios;Robos;229;117
2015-1;2015;1;01/01/2015;31/03/2015;08. Hurtos;Hurtos;940;940
2015-2;2015;2;01/01/2015;30/06/2015;08. Hurtos;Hurtos;1837;897
2015-3;2015;3;01/01/2015;30/09/2015;08. Hurtos;Hurtos;2673;836
2015-4;2015;4;01/01/2015;31/12/2015;08. Hurtos;Hurtos;3508;835
2016-1;2016;1;01/01/2016;31/03/2016;08. Hurtos;Hurtos;761;761
2016-2;2016;2;01/01/2016;30/06/2016;08. Hurtos;Hurtos;1552;-1
2016-3;2016;3;01/01/2016;30/09/2016;08. Hurtos;Hurtos;2307;-3
2016-4;2016;4;01/01/2016;31/12/2016;08. Hurtos;Hurtos;3107;-2
2017-1;2017;1;01/01/2017;31/03/2017;08. Hurtos;Hurtos;862;862
2017-2;2017;2;01/01/2017;30/06/2017;08. Hurtos;Hurtos;1705;843
2017-3;2017;3;01/01/2017;30/09/2017;08. Hurtos;Hurtos;2577;872
2017-4;2017;4;01/01/2017;31/12/2017;08. Hurtos;Hurtos;3448;871
2018-1;2018;1;01/01/2018;31/03/2018;08. Hurtos;Hurtos;913;913
2018-2;2018;2;01/01/2018;30/06/2018;08. Hurtos;Hurtos;1894;981
2018-3;2018;3;01/01/2018;30/09/2018;08. Hurtos;Hurtos;2742;848
2018-4;2018;4;01/01/2018;31/12/2018;08. Hurtos;Hurtos;3674;931
2019-1;2019;1;01/01/2019;31/03/2019;08. Hurtos;Hurtos;820;820
2019-2;2019;2;01/01/2019;30/06/2019;08. Hurtos;Hurtos;1726;910
2019-3;2019;3;01/01/2019;30/09/2019;08. Hurtos;Hurtos;2557;843
2019-4;2019;4;01/01/2019;31/12/2019;08. Hurtos;Hurtos;3684;1144
2020-1;2020;1;01/01/2020;31/03/2020;08. Hurtos;Hurtos;805;805
2020-2;2020;2;01/01/2020;30/06/2020;08. Hurtos;Hurtos;1167;326
2020-3;2020;3;01/01/2020;30/09/2020;08. Hurtos;Hurtos;1989;655
2020-4;2020;4;01/01/2020;31/12/2020;08. Hurtos;Hurtos;2686;415
2021-1;2021;1;01/01/2021;31/03/2021;08. Hurtos;Hurtos;812;812
2021-2;2021;2;01/01/2021;30/06/2021;08. Hurtos;Hurtos;1647;835
2021-3;2021;3;01/01/2021;30/09/2021;08. Hurtos;Hurtos;2460;813
2021-4;2021;4;01/01/2021;31/12/2021;08. Hurtos;Hurtos;3347;887
2022-1;2022;1;01/01/2022;31/03/2022;08. Hurtos;Hurtos;899;899
2022-2;2022;2;01/01/2022;30/06/2022;08. Hurtos;Hurtos;1888;989
2022-3;2022;3;01/01/2022;30/09/2022;08. Hurtos;Hurtos;2890;1002
2022-4;2022;4;01/01/2022;31/12/2022;08. Hurtos;Hurtos;3825;935
2023-1;2023;1;01/01/2023;31/03/2023;08. Hurtos;Hurtos;927;927
2023-2;2023;2;01/01/2023;30/06/2023;08. Hurtos;Hurtos;1955;1028
2023-3;2021;3;01/01/2023;30/09/2023;08. Hurtos;Hurtos;2992;1037
2023-4;2023;4;01/01/2023;31/12/2023;08. Hurtos;Hurtos;3969;977
2024-1;2021;1;01/01/2024;31/03/2024;08. Hurtos;Hurtos;916;916
2024-2;2021;2;01/01/2024;30/06/2024;08. Hurtos;Hurtos;1899;983
2016-1;2016;1;01/01/2016;31/03/2016;09. Sustracciones De Vehículos;Robos;57;57
2016-2;2016;2;01/01/2016;30/06/2016;09. Sustracciones De Vehículos;Robos;118;61
2016-3;2016;3;01/01/2016;30/09/2016;09. Sustracciones De Vehículos;Robos;176;58
2016-4;2016;4;01/01/2016;31/12/2016;09. Sustracciones De Vehículos;Robos;246;70
2017-1;2017;1;01/01/2017;31/03/2017;09. Sustracciones De Vehículos;Robos;68;68
2017-2;2017;2;01/01/2017;30/06/2017;09. Sustracciones De Vehículos;Robos;151;83
2017-3;2017;3;01/01/2017;30/09/2017;09. Sustracciones De Vehículos;Robos;225;74
2017-4;2017;4;01/01/2017;31/12/2017;09. Sustracciones De Vehículos;Robos;288;63
2018-1;2018;1;01/01/2018;31/03/2018;09. Sustracciones De Vehículos;Robos;66;66
2018-2;2018;2;01/01/2018;30/06/2018;09. Sustracciones De Vehículos;Robos;125;59
2018-3;2018;3;01/01/2018;30/09/2018;09. Sustracciones De Vehículos;Robos;192;67
2018-4;2018;4;01/01/2018;31/12/2018;09. Sustracciones De Vehículos;Robos;265;74
2019-1;2019;1;01/01/2019;31/03/2019;09. Sustracciones De Vehículos;Robos;70;70
2019-2;2019;2;01/01/2019;30/06/2019;09. Sustracciones De Vehículos;Robos;159;90
2019-3;2019;3;01/01/2019;30/09/2019;09. Sustracciones De Vehículos;Robos;223;72
2019-4;2019;4;01/01/2019;31/12/2019;09. Sustracciones De Vehículos;Robos;265;55
2020-1;2020;1;01/01/2020;31/03/2020;09. Sustracciones De Vehículos;Robos;35;35
2020-2;2020;2;01/01/2020;30/06/2020;09. Sustracciones De Vehículos;Robos;54;19
2020-3;2020;3;01/01/2020;30/09/2020;09. Sustracciones De Vehículos;Robos;109;40
2020-4;2020;4;01/01/2020;31/12/2020;09. Sustracciones De Vehículos;Robos;142;16
2021-1;2021;1;01/01/2021;31/03/2021;09. Sustracciones De Vehículos;Robos;39;39
2021-2;2021;2;01/01/2021;30/06/2021;09. Sustracciones De Vehículos;Robos;86;47
2021-3;2021;3;01/01/2021;30/09/2021;09. Sustracciones De Vehículos;Robos;134;48
2021-4;2021;4;01/01/2021;31/12/2021;09. Sustracciones De Vehículos;Robos;191;57
2022-1;2022;1;01/01/2022;31/03/2022;09. Sustracciones De Vehículos;Robos;51;51
2022-2;2022;2;01/01/2022;30/06/2022;09. Sustracciones De Vehículos;Robos;102;51
2022-3;2022;3;01/01/2022;30/09/2022;09. Sustracciones De Vehículos;Robos;173;71
2022-4;2022;4;01/01/2022;31/12/2022;09. Sustracciones De Vehículos;Robos;251;78
2023-1;2023;1;01/01/2023;31/03/2023;09. Sustracciones De Vehículos;Robos;56;56
2023-2;2023;2;01/01/2023;30/06/2023;09. Sustracciones De Vehículos;Robos;118;61
2023-3;2021;3;01/01/2023;30/09/2023;09. Sustracciones De Vehículos;Robos;178;59
2023-4;2023;4;01/01/2023;31/12/2023;09. Sustracciones De Vehículos;Robos;233;55
2024-1;2021;1;01/01/2024;31/03/2024;09. Sustracciones De Vehículos;Robos;54;54
2024-2;2021;2;01/01/2024;30/06/2024;09. Sustracciones De Vehículos;Robos;109;55
2019-4;2019;4;01/01/2019;31/12/2019;I. Criminalidad Convencional;I. Criminalidad Convencional;11194;
2021-4;2021;4;01/01/2021;31/12/2021;I. Criminalidad Convencional;I. Criminalidad Convencional;10309;
2022-1;2022;1;01/01/2022;31/03/2022;I. Criminalidad Convencional;I. Criminalidad Convencional;2920;2920
2022-2;2022;2;01/01/2022;30/06/2022;I. Criminalidad Convencional;I. Criminalidad Convencional;5868;2948
2022-3;2022;3;01/01/2022;30/09/2022;I. Criminalidad Convencional;I. Criminalidad Convencional;8815;2947
2022-4;2022;4;01/01/2022;31/12/2022;I. Criminalidad Convencional;I. Criminalidad Convencional;11725;2910
2023-1;2023;1;01/01/2023;31/03/2023;I. Criminalidad Convencional;I. Criminalidad Convencional;2868;2868
2023-2;2023;2;01/01/2023;30/06/2023;I. Criminalidad Convencional;I. Criminalidad Convencional;5787;2918
2023-3;2021;3;01/01/2023;30/09/2023;I. Criminalidad Convencional;I. Criminalidad Convencional;8804;3019
2023-4;2023;4;01/01/2023;31/12/2023;I. Criminalidad Convencional;I. Criminalidad Convencional;11881;3077
2024-1;2021;1;01/01/2024;31/03/2024;I. Criminalidad Convencional;I. Criminalidad Convencional;3249;3249
2024-2;2021;2;01/01/2024;30/06/2024;I. Criminalidad Convencional;I. Criminalidad Convencional;6394;3145
2019-4;2019;4;01/01/2019;31/12/2019;Ii. Cibercriminalidad (Infracciones Penales Cometidas En/Por Medio Ciber);Ii. Cibercriminalidad (Infracciones Penales Cometidas En/Por Medio Ciber);1153;
2021-4;2021;4;01/01/2021;31/12/2021;Ii. Cibercriminalidad (Infracciones Penales Cometidas En/Por Medio Ciber);Ii. Cibercriminalidad (Infracciones Penales Cometidas En/Por Medio Ciber);1559;
2022-1;2022;1;01/01/2022;31/03/2022;Ii. Cibercriminalidad (Infracciones Penales Cometidas En/Por Medio Ciber);Ii. Cibercriminalidad (Infracciones Penales Cometidas En/Por Medio Ciber);521;521
2022-2;2022;2;01/01/2022;30/06/2022;Ii. Cibercriminalidad (Infracciones Penales Cometidas En/Por Medio Ciber);Ii. Cibercriminalidad (Infracciones Penales Cometidas En/Por Medio Ciber);955;434
2022-3;2022;3;01/01/2022;30/09/2022;Ii. Cibercriminalidad (Infracciones Penales Cometidas En/Por Medio Ciber);Ii. Cibercriminalidad (Infracciones Penales Cometidas En/Por Medio Ciber);1454;499
2022-4;2022;4;01/01/2022;31/12/2022;Ii. Cibercriminalidad (Infracciones Penales Cometidas En/Por Medio Ciber);Ii. Cibercriminalidad (Infracciones Penales Cometidas En/Por Medio Ciber);1971;517
2023-1;2023;1;01/01/2023;31/03/2023;Ii. Cibercriminalidad (Infracciones Penales Cometidas En/Por Medio Ciber);Ii. Cibercriminalidad (Infracciones Penales Cometidas En/Por Medio Ciber);490;490
2023-2;2023;2;01/01/2023;30/06/2023;Ii. Cibercriminalidad (Infracciones Penales Cometidas En/Por Medio Ciber);Ii. Cibercriminalidad (Infracciones Penales Cometidas En/Por Medio Ciber);1043;552
2023-3;2021;3;01/01/2023;30/09/2023;Ii. Cibercriminalidad (Infracciones Penales Cometidas En/Por Medio Ciber);Ii. Cibercriminalidad (Infracciones Penales Cometidas En/Por Medio Ciber);1649;597
2023-4;2023;4;01/01/2023;31/12/2023;Ii. Cibercriminalidad (Infracciones Penales Cometidas En/Por Medio Ciber);Ii. Cibercriminalidad (Infracciones Penales Cometidas En/Por Medio Ciber);2275;626
2024-1;2021;1;01/01/2024;31/03/2024;Ii. Cibercriminalidad (Infracciones Penales Cometidas En/Por Medio Ciber);Ii. Cibercriminalidad (Infracciones Penales Cometidas En/Por Medio Ciber);637;637
2024-2;2021;2;01/01/2024;30/06/2024;Ii. Cibercriminalidad (Infracciones Penales Cometidas En/Por Medio Ciber);Ii. Cibercriminalidad (Infracciones Penales Cometidas En/Por Medio Ciber);1218;581
2019-4;2019;4;01/01/2019;31/12/2019;Iii. Total Infracciones Penales;Iii. Total Infracciones Penales;12347;
2021-4;2021;4;01/01/2021;31/12/2021;Iii. Total Infracciones Penales;Iii. Total Infracciones Penales;11868;
2022-1;2022;1;01/01/2022;31/03/2022;Iii. Total Infracciones Penales;Iii. Total Infracciones Penales;3441;3441
2022-2;2022;2;01/01/2022;30/06/2022;Iii. Total Infracciones Penales;Iii. Total Infracciones Penales;6823;3382
2022-3;2022;3;01/01/2022;30/09/2022;Iii. Total Infracciones Penales;Iii. Total Infracciones Penales;10269;3446
2022-4;2022;4;01/01/2022;31/12/2022;Iii. Total Infracciones Penales;Iii. Total Infracciones Penales;13696;3427
2023-1;2023;1;01/01/2023;31/03/2023;Iii. Total Infracciones Penales;Iii. Total Infracciones Penales;3358;3358
2023-2;2023;2;01/01/2023;30/06/2023;Iii. Total Infracciones Penales;Iii. Total Infracciones Penales;6830;3470
2023-3;2021;3;01/01/2023;30/09/2023;Iii. Total Infracciones Penales;Iii. Total Infracciones Penales;10453;3616
2023-4;2023;4;01/01/2023;31/12/2023;Iii. Total Infracciones Penales;Iii. Total Infracciones Penales;14156;3703
2024-1;2021;1;01/01/2024;31/03/2024;Iii. Total Infracciones Penales;Iii. Total Infracciones Penales;3886;3886
2024-2;2021;2;01/01/2024;30/06/2024;Iii. Total Infracciones Penales;Iii. Total Infracciones Penales;7612;3726
2017-4;2017;4;01/01/2017;31/12/2017;Resto De Infracciones Penales;Otros;5386;
2018-1;2018;1;01/01/2018;31/03/2018;Resto De Infracciones Penales;Otros;1453;1453
2018-2;2018;2;01/01/2018;30/06/2018;Resto De Infracciones Penales;Otros;2955;1502
2018-3;2018;3;01/01/2018;30/09/2018;Resto De Infracciones Penales;Otros;4347;1392
2018-4;2018;4;01/01/2018;31/12/2018;Resto De Infracciones Penales;Otros;5951;1604
2019-1;2019;1;01/01/2019;31/03/2019;Resto De Infracciones Penales;Otros;1431;1431
2019-2;2019;2;01/01/2019;30/06/2019;Resto De Infracciones Penales;Otros;2928;1782
2019-3;2019;3;01/01/2019;30/09/2019;Resto De Infracciones Penales;Otros;4514;1624
2019-4;2019;4;01/01/2019;31/12/2019;Resto De Infracciones Penales;Otros;6133;1687
2020-1;2020;1;01/01/2020;31/03/2020;Resto De Infracciones Penales;Otros;1167;1167
2020-2;2020;2;01/01/2020;30/06/2020;Resto De Infracciones Penales;Otros;2591;1293
2020-3;2020;3;01/01/2020;30/09/2020;Resto De Infracciones Penales;Otros;4155;1819
2020-4;2020;4;01/01/2020;31/12/2020;Resto De Infracciones Penales;Otros;5732;1913
2021-1;2021;1;01/01/2021;31/03/2021;Resto De Infracciones Penales;Otros;1558;1558
2021-2;2021;2;01/01/2021;30/06/2021;Resto De Infracciones Penales;Otros;3090;1530
2021-3;2021;3;01/01/2021;30/09/2021;Resto De Infracciones Penales;Otros;4643;1550
2021-4;2021;4;01/01/2021;31/12/2021;Resto De Infracciones Penales;Otros;6377;1730
2022-1;2022;1;01/01/2022;31/03/2022;Resto De Infracciones Penales;Otros;1848;1848
2022-2;2022;2;01/01/2022;30/06/2022;Resto De Infracciones Penales;Otros;3547;1699
2022-3;2022;3;01/01/2022;30/09/2022;Resto De Infracciones Penales;Otros;5247;1700
2016-1;2016;1;01/01/2016;31/03/2016;Iii. Total Infracciones Penales;Iii. Total Infracciones Penales;2618;2618
2016-2;2016;2;01/01/2016;30/06/2016;Iii. Total Infracciones Penales;Iii. Total Infracciones Penales;5363;2745
2016-3;2016;3;01/01/2016;30/09/2016;Iii. Total Infracciones Penales;Iii. Total Infracciones Penales;7970;2607
2016-4;2016;4;01/01/2016;31/12/2016;Iii. Total Infracciones Penales;Iii. Total Infracciones Penales;10690;2720
2017-1;2017;1;01/01/2017;31/03/2017;Iii. Total Infracciones Penales;Iii. Total Infracciones Penales;2869;2869
2017-2;2017;2;01/01/2017;30/06/2017;Iii. Total Infracciones Penales;Iii. Total Infracciones Penales;5760;2887
2017-3;2017;3;01/01/2017;30/09/2017;Iii. Total Infracciones Penales;Iii. Total Infracciones Penales;8501;2737
2017-4;2017;4;01/01/2017;31/12/2017;Iii. Total Infracciones Penales;Iii. Total Infracciones Penales;11442;2938
2018-1;2018;1;01/01/2018;31/03/2018;Iii. Total Infracciones Penales;Iii. Total Infracciones Penales;3026;3026
2018-2;2018;2;01/01/2018;30/06/2018;Iii. Total Infracciones Penales;Iii. Total Infracciones Penales;6164;3136
2018-3;2018;3;01/01/2018;30/09/2018;Iii. Total Infracciones Penales;Iii. Total Infracciones Penales;9021;2853
2018-4;2018;4;01/01/2018;31/12/2018;Iii. Total Infracciones Penales;Iii. Total Infracciones Penales;12265;3241
2019-1;2019;1;01/01/2019;31/03/2019;Iii. Total Infracciones Penales;Iii. Total Infracciones Penales;2909;2909
2019-2;2019;2;01/01/2019;30/06/2019;Iii. Total Infracciones Penales;Iii. Total Infracciones Penales;6091;3206
2019-3;2019;3;01/01/2019;30/09/2019;Iii. Total Infracciones Penales;Iii. Total Infracciones Penales;9257;3229
2019-4;2019;4;01/01/2019;31/12/2019;Iii. Total Infracciones Penales;Iii. Total Infracciones Penales;12499;3350
2020-1;2020;1;01/01/2020;31/03/2020;Iii. Total Infracciones Penales;Iii. Total Infracciones Penales;2893;2893
2020-2;2020;2;01/01/2020;30/06/2020;Iii. Total Infracciones Penales;Iii. Total Infracciones Penales;4797;2146
2020-3;2020;3;01/01/2020;30/09/2020;Iii. Total Infracciones Penales;Iii. Total Infracciones Penales;7833;3229
2020-4;2020;4;01/01/2020;31/12/2020;Iii. Total Infracciones Penales;Iii. Total Infracciones Penales;10666;3025
2021-1;2021;1;01/01/2021;31/03/2021;Iii. Total Infracciones Penales;Iii. Total Infracciones Penales;2866;2866
2021-2;2021;2;01/01/2021;30/06/2021;Iii. Total Infracciones Penales;Iii. Total Infracciones Penales;5751;2883
2021-3;2021;3;01/01/2021;30/09/2021;Iii. Total Infracciones Penales;Iii. Total Infracciones Penales;8623;2869
2021-4;2021;4;01/01/2021;31/12/2021;Iii. Total Infracciones Penales;Iii. Total Infracciones Penales;11868;3241
2022-1;2022;1;01/01/2022;31/03/2022;Iii. Total Infracciones Penales;Iii. Total Infracciones Penales;3442;3442
2022-2;2022;2;01/01/2022;30/06/2022;Iii. Total Infracciones Penales;Iii. Total Infracciones Penales;6823;3381
2022-3;2022;3;01/01/2022;30/09/2022;Iii. Total Infracciones Penales;Iii. Total Infracciones Penales;10261;3438
